x,y,z,srp_score
0.42000000000000004,0.1,0.0,0.008461338615386314
0.44,0.1,0.0,0.020581434106264444
0.46,0.1,0.0,0.04404351163672953
0.48000000000000004,0.1,0.0,0.01114028738232765
0.5,0.1,0.0,-0.008541509122146566
0.52,0.1,0.0,-0.005383196031846301
0.54,0.1,0.0,0.022220425945599663
0.56,0.1,0.0,0.012524687093358973
0.5800000000000001,0.1,0.0,0.025050618227612724
0.6,0.1,0.0,-0.004695257520963241
0.62,0.1,0.0,-0.0016310325857484364
0.64,0.1,0.0,0.0030583472465108494
0.66,0.1,0.0,0.01803772492523264
0.68,0.1,0.0,-0.0031998402094392687
0.7000000000000001,0.1,0.0,0.00018419210988268397
0.7200000000000001,0.1,0.0,0.0006672336197130974
0.74,0.1,0.0,-0.0007559587941783733
0.76,0.1,0.0,-0.0008308266637718389
0.78,0.1,0.0,0.00017728964943194
0.8,0.1,0.0,-0.000105591845912528
0.8200000000000001,0.1,0.0,0.0014879556570137715
0.8400000000000001,0.1,0.0,-0.0001312521853823644
0.86,0.1,0.0,-0.0023017955095548425
0.88,0.1,0.0,-0.002835705152322183
0.9,0.1,0.0,-0.002870679177328412
0.92,0.1,0.0,-0.0015824920234742113
0.9400000000000001,0.1,0.0,-0.0013828987635939832
0.9600000000000001,0.1,0.0,0.0019407254467637106
0.98,0.1,0.0,0.0036112009933451884
1.0,0.1,0.0,0.002925271411923542
1.02,0.1,0.0,0.0019154714130882914
1.04,0.1,0.0,-0.0018688849928169577
1.06,0.1,0.0,-0.004089915184824095
1.08,0.1,0.0,-0.005339924948480704
1.1,0.1,0.0,-0.003185530516060147
1.12,0.1,0.0,-0.0006612582984220786
1.1400000000000001,0.1,0.0,0.007436554326668647
1.1600000000000001,0.1,0.0,0.016462471309827382
1.18,0.1,0.0,0.025165109721995895
0.02,0.12000000000000001,0.0,-0.0046117839476308604
0.04,0.12000000000000001,0.0,-0.004059162598568212
0.06,0.12000000000000001,0.0,0.02450670270559736
0.08,0.12000000000000001,0.0,0.009174575061419596
0.1,0.12000000000000001,0.0,0.0030948302391755654
0.12000000000000001,0.12000000000000001,0.0,0.006267681422036087
0.13999999999999999,0.12000000000000001,0.0,0.0010497544444737252
0.16,0.12000000000000001,0.0,0.0014382737626637086
0.18,0.12000000000000001,0.0,-0.003152538514450665
0.19999999999999998,0.12000000000000001,0.0,-0.011335233309717663
0.22,0.12000000000000001,0.0,0.020961310346305474
0.24,0.12000000000000001,0.0,0.008659115750120223
0.26,0.12000000000000001,0.0,-0.008279554200891963
0.28,0.12000000000000001,0.0,-3.909583073492058e-05
0.30000000000000004,0.12000000000000001,0.0,0.014872773188816286
0.32,0.12000000000000001,0.0,-7.752332575291458e-05
0.34,0.12000000000000001,0.0,0.02250390813894918
0.36000000000000004,0.12000000000000001,0.0,0.020808673689486516
0.38,0.12000000000000001,0.0,0.007301883577416246
0.4,0.12000000000000001,0.0,0.0008052258604284504
0.42000000000000004,0.12000000000000001,0.0,-0.004568483678524691
0.44,0.12000000000000001,0.0,0.02343069495559061
0.46,0.12000000000000001,0.0,0.025033094536792568
0.48000000000000004,0.12000000000000001,0.0,0.022606844818999088
0.5,0.12000000000000001,0.0,0.009958506735238062
0.52,0.12000000000000001,0.0,0.02871700465743249
0.54,0.12000000000000001,0.0,-0.0032778688511894386
0.56,0.12000000000000001,0.0,-0.006587555382766351
0.5800000000000001,0.12000000000000001,0.0,0.014381356564419332
0.6,0.12000000000000001,0.0,0.005548109378835521
0.62,0.12000000000000001,0.0,0.006123223443162953
0.64,0.12000000000000001,0.0,0.029439186227597204
0.66,0.12000000000000001,0.0,-0.0033973756687324863
0.68,0.12000000000000001,0.0,0.0010368591568793635
0.7000000000000001,0.12000000000000001,0.0,-0.0021837953283540303
0.7200000000000001,0.12000000000000001,0.0,0.0004138338076865301
0.74,0.12000000000000001,0.0,0.0023190721785648905
0.76,0.12000000000000001,0.0,0.0024163703423807185
0.78,0.12000000000000001,0.0,0.0017772684292993968
0.8,0.12000000000000001,0.0,0.00013984066522378498
0.8200000000000001,0.12000000000000001,0.0,-0.003746517968098484
0.8400000000000001,0.12000000000000001,0.0,-0.00433414515350996
0.86,0.12000000000000001,0.0,-0.0026417109565169557
0.88,0.12000000000000001,0.0,0.001669067976652634
0.9,0.12000000000000001,0.0,0.004836518506214931
0.92,0.12000000000000001,0.0,0.006546520338601357
0.9400000000000001,0.12000000000000001,0.0,0.003118265219981602
0.9600000000000001,0.12000000000000001,0.0,0.0013764671564454416
0.98,0.12000000000000001,0.0,-0.0034631059787951805
1.0,0.12000000000000001,0.0,-0.007227007673247484
1.02,0.12000000000000001,0.0,-0.009091215802919337
1.04,0.12000000000000001,0.0,-0.00586137715757922
1.06,0.12000000000000001,0.0,0.000754242615119524
1.08,0.12000000000000001,0.0,0.008443184921016464
1.1,0.12000000000000001,0.0,0.01780229949358697
1.12,0.12000000000000001,0.0,0.022264981415573842
1.1400000000000001,0.12000000000000001,0.0,0.026114017540517235
